OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
290,4.8108E+11,4.8108E+11,48,107,950100,2,352,"Lubbock-Plainview-Levelland, TX",31180,"Lubbock, TX",313123,152685,141710,596.7084466,0,596.7084466,596.7084466,505,241,176,0.529,16,0.090909091,68,0.386363636,92,0.522727273,203,58,80,65,0.285714286,201,37,23,20,119,2,37,15,20,2,2,0,117,8,48,101,52,0.23880597,0.403882334,0.846309455,0.336847922,0.062006831,0.038544787,0.033517206,0.199427376,0.003351721,0.062006831,0.025137905,0.033517206,0.003351721,0.003351721,0,0.196075656,0.013406882,0.740730255,0,1.142045455,0.711682973,0.711682973,0.652580467,0.610674996,0.726453205,0.60154047,0.650725163,0.55548718,0.569405099,0.995049505,1.009950249,0.990099091,11.30601377,0.242607056,2.489871628,8.573535088,62.21973262,1.072550596,8.580404767,13.94315775,26.8137649,24.66866371,-99999,0,0,-99999,-99999,-99999,2148,2060,-99999,-99999,0.000234494,0.036409248,0.000258657,0.040773509,-99999,-99999,-99999,-99999,17,12,11,1,8.833333333,7829.628837,2414846.015
291,4.8113E+11,4.8113E+11,48,113,11701,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,403.2402661,3.2335506,400.0067155,141.42378,1082,220,198,0.444,0,0,83,0.419191919,115,0.580808081,240,55,119,66,0.229166667,393,91,51,118,61,72,91,51,118,2,72,0,59,0,160,135,98,0.407124682,1.555608258,7.650764249,2.778882024,0.643456143,0.360618278,0.834371702,0.431327744,0.509108157,0.643456143,0.360618278,0.834371702,0.014141893,0.509108157,0,0.417185851,0,4.334490282,0,1.984848485,0.972431548,0.972431548,0.885981597,0.763409735,0.936739127,0.841538192,0.886825121,0.49420837,0.532881356,0.758293839,0.610687023,0.677522188,10.98632681,0.493063842,2.583637707,7.909625259,31.47787153,0,3.199946277,6.399892554,31.99946277,1.599973138,571.32,0.2151722,0.688238096,27.67,44.27125674,0.025573013,267947,216598,34841,25417,0.000245912,0.485648777,0.000255105,0.600090873,0.00013515,0.047539324,0.000225932,0.065417362,20,18,8,15,14,5780.569578,1631890.794
292,4.8113E+11,4.8113E+11,48,113,11702,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,287.5038152,0,287.5038152,287.5038152,1642,424,380,0.556,8,0.021052632,81,0.213157895,291,0.765789474,463,112,208,143,0.241900648,61,4,0,56,0,1,4,0,56,0,1,0,0,0,10,32,19,0.163934426,1.474763038,5.711228558,0.212171097,0.013912859,0,0.194780024,0,0.003478215,0.013912859,0,0.194780024,0,0.003478215,0,0,0,1.686934136,0,0.160526316,0.295431326,0.201663253,0.295431326,0.156082524,0.322298141,0.150394763,0.09650525,9.19845E-08,0.071638285,0.232824427,7.590163934,0.001373815,13.47622248,0,4.229477756,9.246744722,41.56717013,0,26.71268899,8.904229665,15.58240191,4.452114832,128.75,0,0,8,17.80845933,0.004872107,221364,194863,4766,10970,0.00020316,0.401217987,0.000229506,0.539873442,1.84875E-05,0.00650304,9.75126E-05,0.028234192,5,2,9,20,10.83333333,4685.979555,1163510.734
293,4.8113E+11,4.8113E+11,48,113,11702,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,351.8696587,0,351.8696587,349.27512,2956,738,738,0.552,0,0,171,0.231707317,567,0.768292683,833,213,378,242,0.255702281,20,7,0,13,0,0,7,0,13,0,0,0,0,0,5,6,9,0.25,2.112947524,8.463242386,0.057261451,0.020041508,0,0.037219943,0,0,0.020041508,0,0.037219943,0,0,0,0,0,2.170208975,0,0.027100271,0.934068055,0.402281215,0.934068055,0.311356018,0.12654697,0.063351462,0.057539887,0,0.01344086,0.046893318,41.65,0,12.94076058,0,2.497057991,10.44370258,42.45390198,0,3.637710636,3.637710636,38.19596168,10.91313191,633.01,0,0,7,12.73198723,0.002368065,225691,194364,201,1718,0.000207131,0.409060591,0.000228918,0.538490949,7.79688E-07,0.000274257,1.52713E-05,0.004421727,2,4,9,14,8.666666667,4989.405699,1423995.906
294,4.8113E+11,4.8113E+11,48,113,13902,4,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,160.0387628,0,160.0387628,141.8272,1255,529,474,0.605,0,0,93,0.196202532,381,0.803797468,545,97,179,269,0.177981651,292,49,29,2,159,53,49,29,2,16,53,0,143,0,95,131,66,0.325342466,3.729891022,8.848796282,2.058843438,0.345490851,0.204474177,0.014101667,1.121082557,0.373694186,0.345490851,0.204474177,0.014101667,0.112813339,0.373694186,0,1.008269218,0,5.78873446,0,0.616033755,0.74792938,0.74792938,0.77103627,0.664366615,0.627047463,0.709112805,0.788005271,0.685517348,0.377504848,0.697729988,1.866438356,0.420446366,26.55221359,0,6.647947271,19.90426632,149.3518169,0,31.99224932,23.99418699,131.9680284,15.99612466,563.27,0,0,3.67,14.67644437,0.002924303,457125,302395,405702,166516,0.000419534,0.828530259,0.000356155,0.837793884,0.001573736,0.553566166,0.001480165,0.428572899,14,14,17,15,15.33333333,3406.091558,647666.0284
295,4.8113E+11,4.8113E+11,48,113,14001,4,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,165.1275402,0,165.1275402,165.0357,1164,480,452,0.535,0,0,121,0.267699115,331,0.732300885,500,86,131,283,0.172,174,81,4,9,40,40,81,4,9,33,40,1,6,0,68,82,24,0.390804598,2.908461624,7.053019438,1.054317339,0.490802899,0.02423718,0.054533655,0.242371802,0.242371802,0.490802899,0.02423718,0.054533655,0.199956737,0.242371802,0.006059295,0.03635577,0,3.962778962,0,0.384955752,0.790219075,0.790219075,0.716842579,0.670810514,0.527145339,0.69338919,0.764980435,0.958954982,0.260089686,0.516320475,2.873563218,0.153575463,31.04827693,0,10.23163017,20.81664676,210.6260407,0,42.63371205,46.50950405,81.39163209,81.39163209,450.62,0,0,3.67,14.22415666,0.003152921,465216,304633,218472,89664,0.000426959,0.843195041,0.000358791,0.843994326,0.000847463,0.29809739,0.000797026,0.230773982,11,14,19,16,15.83333333,3446.174833,668257.378
296,4.8355E+11,4.8355E+11,48,355,1801,4,204,"Corpus Christi-Kingsville-Alice, TX",18580,"Corpus Christi, TX",427532,175189,172043,249.4778433,0,249.4778433,243.14728,2036,693,645,0.656,19,0.029457364,243,0.376744186,383,0.59379845,626,203,263,160,0.32428115,444,118,26,2,141,157,118,26,2,47,157,69,25,0,155,188,101,0.349099099,2.850124418,8.373525708,1.82605374,0.485302571,0.106931075,0.008225467,0.579895444,0.645699183,0.485302571,0.106931075,0.008225467,0.193298481,0.645699183,0.283778622,0.102818341,0,4.676178158,0,0.688372093,0.791926051,0.791926051,0.821885191,0.769107813,0.66731565,0.748253694,0.832040001,0.615162041,0.358064516,0.829906542,1.40990991,0.663710041,20.3950851,3.610247994,1.395661195,15.38917591,112.9270625,7.696074227,0,0,153.9214845,10.2614323,415.75,0,0,7.33,18.80407469,0.003600196,48333,44282,24149,17875,0.004802791,0.84384657,0.004693282,0.877862141,0.0032605,0.283735357,0.002781446,0.231220976,15,18,15,16,15.83333333,4105.069258,1009622.258
297,4.8355E+11,4.8355E+11,48,355,1801,5,204,"Corpus Christi-Kingsville-Alice, TX",18580,"Corpus Christi, TX",427532,175189,172043,237.7257673,0,237.7257673,235.48675,1184,425,391,0.506,44,0.112531969,109,0.278772379,238,0.608695652,428,135,184,109,0.315420561,907,443,153,162,60,89,443,153,162,23,89,37,0,0,190,325,392,0.209481808,1.804772455,5.027883734,3.851596746,1.881209877,0.649718084,0.687936795,0.254791405,0.377940585,1.881209877,0.649718084,0.687936795,0.097670039,0.377940585,0.157121367,0,0,5.656369201,0,2.319693095,0.848324873,0.848324873,0.786579838,0.677759795,0.873973604,0.760427394,0.808907976,0.479616655,0.867527499,0.641198502,0.471885336,0.589715735,33.93160946,18.21334241,7.05955727,8.658709789,47.57885579,37.69048724,21.53742128,0,29.61395426,13.4608883,409.04,0,0,10.67,28.72553564,0.009011824,51292,46495,42732,40678,0.005096823,0.895507795,0.004927829,0.921733442,0.005769502,0.502073762,0.006329716,0.526187797,20,15,9,16,14.16666667,4285.311609,962060.0489
298,4.8113E+11,4.8113E+11,48,113,100,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,325.9461506,1.9656805,323.9804701,323.90433,1191,635,564,0.732,16,0.028368794,259,0.459219858,289,0.512411348,852,120,141,591,0.14084507,902,340,1,82,76,403,340,1,82,64,403,0,12,0,259,442,201,0.28713969,1.960455422,3.677011666,2.784772899,1.049692667,0.003087331,0.253161173,0.234637184,1.244194543,1.049692667,0.003087331,0.253161173,0.197589208,1.244194543,0,0.037047976,0,4.745228321,0,1.59929078,0.721811159,0.721811159,0.668873297,0.576337463,0.770809065,0.670514842,0.730849273,0.461619963,0.861920688,0.971493729,0.944567627,0.946076002,17.22804201,0,2.382665204,14.84537681,74.42423919,0,3.950855432,7.901710863,45.43483746,33.58227117,649.1,0,0,8.67,17.1269583,0.007279597,331734,239777,48381,28804,0.000304454,0.601261487,0.000282405,0.664308947,0.000187672,0.06601418,0.00025604,0.074134701,18,11,12,14,13.5,5450.331368,1319083.478
299,4.8113E+11,4.8113E+11,48,113,16903,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,494.1421786,0,494.1421786,494.1421786,918,248,248,0.54,0,0,70,0.282258065,178,0.717741935,324,67,134,123,0.206790123,58,0,0,54,4,0,0,0,54,4,0,0,0,0,3,21,34,0.051724138,0.501879845,1.85776491,0.117375125,0,0,0.109280289,0.008094836,0,0,0,0.109280289,0.008094836,0,0,0,0,0.61925497,0,0.233870968,0.362051252,0.155926987,0.362051252,0.120683751,0.485271723,0.183580469,0.111122592,2.12613E-05,0.118852459,0.303664921,5.586206897,0.010191442,19.29452736,6.809959047,0.951965609,11.5326027,35.84393474,12.95173794,3.885521381,0,28.49382346,14.24691173,-99999,0,0,-99999,-99999,-99999,177649,150616,-99999,-99999,0.00016304,0.321985391,0.000177393,0.41728588,-99999,-99999,-99999,-99999,10,2,8,1,5,7453.646261,1999767.629
300,4.8113E+11,4.8113E+11,48,113,17001,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1684.703337,49.9510179,1634.752319,1403.66227,2864,393,393,0.724,13,0.03307888,299,0.760814249,81,0.20610687,1020,229,423,368,0.224509804,1230,41,22,871,119,177,41,22,871,83,177,0,36,0,404,597,229,0.328455285,0.279981879,2.040376849,0.876279164,0.029209305,0.015673286,0.620519635,0.084778228,0.126098709,0.029209305,0.015673286,0.620519635,0.059131033,0.126098709,0,0.025647195,0,1.156261043,0,3.129770992,0.580748464,0.580748464,0.55475285,0.478005105,0.704274507,0.792717736,0.759596118,0.500856979,0.600879336,0.906666667,0.829268293,0.843047727,6.819345391,1.469093202,1.490741727,3.859510462,22.71619961,2.348979692,7.046939077,1.957483077,21.14081723,1.957483077,-99999,0,0,1,0.391496615,0.000349162,167326,146789,-99999,-99999,0.000153566,0.303275153,0.000172885,0.406683068,-99999,-99999,-99999,-99999,16,7,7,1,6.5,12923.6466,6817903.327
301,4.8113E+11,4.8113E+11,48,113,17001,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1008.096341,8.5217377,999.5746033,999.5746033,2990,1086,914,0.56,0,0,379,0.414660832,535,0.585339168,879,213,331,335,0.242320819,796,36,74,518,155,13,36,74,518,75,13,0,80,0,136,255,405,0.170854271,1.086462177,2.991272477,0.79633876,0.036015321,0.074031493,0.518220449,0.155065965,0.013005533,0.036015321,0.074031493,0.518220449,0.075031918,0.013005533,0,0.080034046,0,1.882800937,0,0.870897155,0.637641888,0.637641888,0.648031081,0.558378681,0.652140237,0.639830644,0.608567713,0.700414423,0.420496566,0.950447761,1.104271357,0.900980777,10.45560596,2.46841889,2.476816418,5.510370651,20.07125825,4.481906588,7.683268437,1.28054474,20.48871583,0,-99999,0,0,1,0.64027237,0.000334448,167113,145251,-99999,-99999,0.000153371,0.302889094,0.000171074,0.402421996,-99999,-99999,-99999,-99999,15,10,6,1,6.5,9898.988472,4079707.205
302,4.8332E+11,4.8332E+11,48,331,950700,3,,,,,0,0,0,1101.39117,1.5179353,1099.873235,1099.873235,541,275,220,0.416,15,0.068181818,93,0.422727273,112,0.509090909,402,94,154,154,0.233830846,245,0,3,49,166,27,0,3,49,166,27,0,0,0,49,130,66,0.2,0.250028814,0.491874866,0.222752943,0,0.002727587,0.044550589,0.150926484,0.024548284,0,0.002727587,0.044550589,0.150926484,0.024548284,0,0,0,0.472781757,0,1.113636364,0.636657382,0.54838682,0.636657382,0.424438254,0.718713129,0.554290793,0.585698286,0.536493763,0,0,1.640816327,0.526862157,7.396807219,0.708805093,0.317285516,6.37071661,30.07473858,2.909426195,2.909426195,1.745655717,29.09426195,6.982622868,-99999,0,0,-99999,-99999,-99999,3313,4918,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,17,6,7,1,6.5,8533.704584,4457268.695
303,4.8332E+11,4.8332E+11,48,331,950700,4,,,,,0,0,0,615.2557726,0,615.2557726,592.21482,861,484,431,0.696,35,0.081206497,225,0.522041763,171,0.39675174,419,111,145,163,0.264916468,300,28,30,171,64,7,28,30,171,38,7,0,26,0,56,100,144,0.186666667,0.817271003,1.453864326,0.506572936,0.047280141,0.050657294,0.288746573,0.108068893,0.011820035,0.047280141,0.050657294,0.288746573,0.064165905,0.011820035,0,0.043902988,0,1.323843939,0,0.696055684,0.738938597,0.738938597,0.744170703,0.641217788,0.65024213,0.647683807,0.639167216,0.655444109,0,0,1.396666667,0.672558174,13.66545338,0.644230811,2.067689154,10.95353342,106.476693,5.20108895,7.281524529,5.20108895,75.93589866,45.76958276,-99999,0,0,-99999,-99999,-99999,3798,5475,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,15,13,15,1,10,8146.389254,2489905.168
304,4.8332E+11,4.8332E+11,48,331,950700,5,,,,,0,0,0,1029.230557,0,1029.230557,1029.14349,2513,908,908,0.526,0,0,168,0.185022026,740,0.814977974,769,170,297,302,0.22106632,131,3,63,16,33,16,3,0,16,33,16,0,0,63,37,61,33,0.282442748,0.882287075,2.441836366,0.127290316,0.002915045,0.061215953,0.015546909,0.032065499,0.015546909,0.002915045,0,0.015546909,0.032065499,0.015546909,0,0,0.061215953,1.009577391,0,0.144273128,0.807403101,0.807403101,0.807403101,0.624910648,0.302893313,0.354921918,0.384669002,0.018333982,0,0,5.870229008,0.007671608,9.107649162,0,0.757452945,8.350196217,33.38074231,0,4.974589965,1.243647491,23.62930233,13.05829866,-99999,0,0,-99999,-99999,-99999,3431,5441,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,13,8,1,6,9642.922576,4165242.084
305,4.8113E+11,4.8113E+11,48,113,17004,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1070.852822,11.0142354,1059.838587,1059.838587,2874,961,855,0.578,36,0.042105263,197,0.230409357,622,0.72748538,968,246,404,318,0.254132231,417,173,2,100,13,129,173,2,100,13,129,0,0,0,161,172,84,0.386091127,0.906741849,2.711733688,0.393456141,0.163232404,0.00188708,0.094353991,0.012266019,0.121716648,0.163232404,0.00188708,0.094353991,0.012266019,0.121716648,0,0,0,1.30019799,0,0.487719298,0.748155882,0.748155882,0.748155882,0.579054721,0.573388962,0.646810545,0.691498452,0.945621905,0.253418414,0.602166065,2.321342926,0.2667768,14.31703102,0.71309737,3.900761526,9.70317212,69.2700199,1.811596618,4.830924316,6.642520934,75.48319244,9.057983092,-99999,0,0,-99999,-99999,-99999,201941,178894,-99999,-99999,0.000185334,0.366014174,0.000210698,0.495630877,-99999,-99999,-99999,-99999,12,11,11,1,7.833333333,9410.651857,4333680.113
306,4.8113E+11,4.8113E+11,48,113,20400,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,721.3083745,19.9577728,701.3506017,618.95848,1854,933,720,0.804,71,0.098611111,507,0.704166667,142,0.197222222,838,142,179,517,0.169451074,2770,249,416,973,627,505,249,416,973,240,505,297,90,0,726,950,1094,0.262093863,1.507370898,2.99535439,4.475259794,0.402288696,0.672096778,1.571995588,1.012992018,0.815886713,0.402288696,0.672096778,1.571995588,0.387748141,0.815886713,0.479838325,0.145405553,0,5.982630693,0,3.847222222,0.941555519,0.941555519,0.895089949,0.837611724,0.955354592,0.796616135,0.823023613,0.431261578,0.801903114,0.464523282,0.302527076,0.497841799,20.07325666,3.599654639,3.488489205,12.98511282,78.80475167,12.77535084,5.475150361,8.212725541,64.78927927,23.72565156,81.81,0.394401791,0.8373153,39,35.58847735,0.021035599,436469,292573,395535,146180,0.000400576,0.791091657,0.000344587,0.810581756,0.001534298,0.53969365,0.001299398,0.376232833,20,20,12,20,17.33333333,6770.0986,2919095.067
307,4.8113E+11,4.8113E+11,48,113,3400,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,390.4407332,0,390.4407332,376.66409,540,288,199,0.585,85,0.427135678,83,0.417085427,31,0.155778894,274,82,99,93,0.299270073,422,36,60,270,54,2,36,60,270,23,2,2,29,0,63,140,219,0.1492891,0.764607,1.433638126,1.120361646,0.095575875,0.159293125,0.716819063,0.143363813,0.005309771,0.095575875,0.159293125,0.716819063,0.061062365,0.005309771,0.005309771,0.076991677,0,1.884968647,0,2.120603015,0.65955664,0.65955664,0.59939839,0.560908007,0.752646084,0.790044128,0.753605096,0.718212193,0.877338877,0.787356322,0.6492891,0.704187305,13.72973451,0.770837043,3.988595081,8.970302386,58.47586601,0,13.11338589,8.195866179,22.9484253,26.22677177,319.19,0.031277004,0.217257117,18.33,30.04604541,0.033944444,438276,298483,226619,79643,0.000402235,0.79436681,0.000351548,0.826955577,0.000879065,0.309213686,0.000707949,0.204982293,18,10,10,17,13.66666667,6078.526822,1580093.035
308,4.8208E+11,4.8208E+11,48,207,950300,3,,,,,0,0,0,745.8543001,0,745.8543001,745.8543001,824,417,336,0.525,22,0.06547619,149,0.443452381,165,0.491071429,371,113,122,136,0.30458221,83,0,6,28,49,0,0,6,28,10,0,0,39,0,23,41,19,0.277108434,0.559090428,1.104773412,0.111281788,0,0.008044467,0.037540844,0.065696477,0,0,0.008044467,0.037540844,0.013407444,0,0,0.052289033,0,0.670372216,0,0.24702381,0.789739924,0.539081364,0.841340919,0.560893946,0.483022371,0.377415184,0.38781207,0.267095059,0,0,4.469879518,0.03112078,11.35672043,0.143197958,0.611390756,10.60213172,73.52427946,2.57422931,1.716152873,2.57422931,45.47805114,39.47151608,-99999,0,0,-99999,-99999,-99999,799,1329,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,10,10,12,1,7.666666667,8441.113367,3018432.88
309,4.8113E+11,4.8113E+11,48,113,3700,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,104.5489984,0,104.5489984,103.51618,871,527,418,0.681,113,0.270334928,221,0.528708134,84,0.200956938,470,182,189,99,0.387234043,12,0,9,0,0,3,0,9,0,0,3,0,0,0,2,2,8,0.166666667,5.090991573,8.414143567,0.115923907,0,0.08694293,0,0,0.028980977,0,0.08694293,0,0,0.028980977,0,0,0,5.206915479,0,0.028708134,0.811278124,0.34939847,0.811278124,0.270426041,0.130239448,0.089025373,0.099110412,4.3E-13,0.027180068,0.049792531,39.16666667,0,28.4232572,0,0,28.4232572,202.0901235,0,0,0,238.7397333,42.85072137,406.36,0.024461363,0.362510469,18.67,114.2889954,0.021435132,373266,259746,205666,60987,0.000342571,0.676537437,0.000305924,0.719633625,0.000797788,0.280624052,0.000542115,0.15696615,2,3,19,16,12.5,3028.097504,423102.8305
310,4.8113E+11,4.8113E+11,48,113,6301,4,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,70.0444486,0,70.0444486,70.04445,925,230,230,0.643,0,0,35,0.152173913,195,0.847826087,414,69,198,147,0.166666667,175,91,0,4,6,74,91,0,4,6,74,0,0,0,90,71,14,0.514285714,3.283629181,13.20589997,2.498413507,1.299175024,0,0.057106594,0.085659892,1.056471997,1.299175024,0,0.057106594,0.085659892,1.056471997,0,0,0,5.782042689,0,0.760869565,0.653552309,0.562939318,0.653552309,0.43570154,0.668174775,0.655149167,0.725136904,0.588861131,0.318181818,0.594227504,2.365714286,0.255198326,20.982167,0,2.089923316,18.89224368,124.8852718,0,18.27411059,18.27411059,18.27411059,82.23349766,281.64,0,0.114569073,3.33,30.42639413,0.0036,333864,256227,68243,41602,0.000306409,0.605122071,0.000301779,0.709884137,0.000264718,0.093115183,0.000369801,0.107073733,15,6,16,18,14.83333333,2301.475826,283467.5517
311,4.8113E+11,4.8113E+11,48,113,6301,6,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,71.2801957,0,71.2801957,71.2801957,1222,271,271,0.619,13,0.04797048,61,0.225092251,197,0.726937269,380,80,171,129,0.210526316,32,32,0,0,0,0,32,0,0,0,0,0,0,0,18,12,2,0.5625,3.80189753,17.14361174,0.44893255,0.44893255,0,0,0,0,0.44893255,0,0,0,0,0,0,0,4.25083008,0,0.118081181,0,0,0,0,0.486532432,0.272209729,0.303046396,0.039384813,0.051036683,0.155339806,11.875,1.89255E-05,22.76661004,0,4.875522913,17.89108712,50.89099384,0,8.978650994,17.95730199,26.93595298,8.978650994,296.39,0,0,7.67,68.86625313,0.006276596,317734,242988,144510,82694,0.000291605,0.575886756,0.000286187,0.673205113,0.000560561,0.197178832,0.000735069,0.212834847,10,1,10,18,11.16666667,2357.42144,288466.0754
312,4.8113E+11,4.8113E+11,48,113,6302,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,138.0404382,0,138.0404382,133.10798,2222,608,599,0.548,58,0.096828047,105,0.175292154,436,0.7278798,765,184,295,286,0.240522876,28,6,4,12,6,0,6,4,12,6,0,0,0,0,17,9,2,0.607142857,4.567720132,16.69321404,0.210355532,0.045076186,0.03005079,0.090152371,0.045076186,0,0.045076186,0.03005079,0.090152371,0.045076186,0,0,0,0,4.778075665,0,0.046744574,0.938693532,0.808546599,0.938693532,0.625795688,0.149483685,0.140955307,0.143101304,2.24271E-08,0.024888889,0.070617907,27.32142857,3.705E-12,27.28597808,0,2.367203083,24.91877499,177.7751528,0,4.636322576,9.272645152,143.7259998,69.54483864,0,0.067290815,0.41500206,17.67,81.92381991,0.007952295,351002,263513,189102,78706,0.000322137,0.636184366,0.000310361,0.730070205,0.000733535,0.258023054,0.00069962,0.202570676,2,13,19,20,15.5,3503.386964,558644.1188
313,4.8113E+11,4.8113E+11,48,113,6302,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,139.8707079,0,139.8707079,129.16927,1251,482,454,0.639,7,0.015418502,209,0.460352423,238,0.524229075,571,123,234,214,0.215411559,30,0,0,2,28,0,0,0,2,28,0,0,0,0,6,10,14,0.2,3.731537695,9.684966091,0.232253383,0,0,0.015483559,0.216769825,0,0,0,0.015483559,0.216769825,0,0,0,0,3.963791078,0,0.066079295,0.353359335,0.152183582,0.353359335,0.117786445,0.225349931,0.237039566,0.260557256,0.008852422,0.046838407,0.099833611,19.03333333,1.47307E-08,23.4808151,0,0.538593613,22.94222149,122.046426,0,0,0,86.93743088,64.05915959,325.89,0.341918502,0.786808165,13.67,62.54919369,0.010927258,325741,245343,67871,47061,0.000298954,0.59039929,0.000288961,0.679729707,0.000263275,0.092607602,0.000418326,0.121123911,3,2,16,17,11.83333333,3608.22145,566051.3252
314,4.8113E+11,4.8113E+11,48,113,6302,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,126.9948211,0,126.9948211,122.65535,1329,356,356,0.533,0,0,45,0.126404494,311,0.873595506,712,146,284,282,0.20505618,67,49,2,14,2,0,49,2,14,2,0,0,0,0,19,37,11,0.28358209,2.902441679,10.83523874,0.546246046,0.399493377,0.016305852,0.114140965,0.016305852,0,0.399493377,0.016305852,0.114140965,0.016305852,0,0,0,0,3.448687725,0,0.188202247,0.552270332,0.475699771,0.552270332,0.368180221,0.346867213,0.346431134,0.366500363,0.096751952,0.095988539,0.172015404,10.62686567,6.59334E-05,33.87048895,0,7.264467787,26.60602116,218.4303246,0,5.039575586,30.23745352,141.1081164,90.71236055,299.07,0.125693029,0.709576222,15,75.59363379,0.011286682,312860,238998,145765,78710,0.000287132,0.567052725,0.000281487,0.662150706,0.000565429,0.198891236,0.000699655,0.202580971,6,5,19,18,14.16666667,3200.010978,513941.1219
